include,done,id,class,species,species by,species syn,species syn by,species alt,new name,TCM,historic,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,Taste/Smell,Heat,Major uses,Culinary,Medicinal,pharmaceutical,Pharma en,TCM2,ECMM,Hu zh,Hu en,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Column1,Indonesian,Malay,Persian,Column2
out,,,,Mirabilis jalapa,,,,,,,,,,,,,,,,,Nyctaginaceae,beauty of the night; false jalap; four o’clock plant; marvel of Peru,,,,seed,Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Momordica charantia,,,,,,,,,,,,,,,,,Cucurbitaceae,balsam pear; bitter cucumber; bitter gourd; bitter melon; carilla plant,,,,pulp,Trop OW,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Monarda citriodora,,,,,,,,,,,,,,,,,Lamiaceae,lemon bergamot; lemon mint,,,,leaf,Mex; USA,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Monarda didyma,,,,,,,,,,,,,,,,,Lamiaceae,fragrant balm; Oswego bee balm; Oswego tea,,,,leaf; herb,E & N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Monarda fistulosa,,,,,,,,,,,,,,,,,Lamiaceae,bee balm; horse bergamot; wild bergamot,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Mondia whitei,,,,,,,,,,,,,,,,,Apocynaceae,white ginger,,,,root,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Monodora brevipes,,,,,,,,,,,,,,,,,Annonaceae,short-stemmed African nutmeg; yellow flowery nutmeg,,,,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Monodora myristica,,,,,,,,,,,,,,,,,Annonaceae,African nutmeg; false nutmeg; calabash nutmeg; Jamaica nutmeg,,,,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Montia perfoliata,,,,,,,,,,,,,,,,,Portulacaceae,miner’s lettuce; Cuban spinach; winter purslane,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Moringa oleifera,,,,,,,,,,,,,,,,,Moringaceae,horseradish tree; drumstick tree,,,,flower; leaf; fruit,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Murraya paniculata,,,,,,,,,,,,,,,,,Rutaceae,jasmine orange; Chinese myrtle; Chinese box-wood; Burmese box-wood; satinwood; Hawaiian orange; orange jasmine,,,,flower,SE As; Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myrica cerifera,,,,,,,,,,,,,,,,,Myricaceae,bay berry; candle berry; wax berry; wax myrtle,,,,leaf,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myrica gale,,,,,,,,,,,,,,,,,Myricaceae,bog myrtle; gale meadow fern; sweet gale; sweet myrtle; wax berry,,,,herb,N Am; Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myrica pennsylvanica,,,,,,,,,,,,,,,,,Myricaceae,bay berry; candle berry; northern bayberry; waxy berry,,,,herb,Eastern N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myristica argentea,,,,,,,,,,,,,,,,,Myristicaceae,silver nutmeg,,,,seed; aril,New Guinea,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myristica malabarica,,,,,,,,,,,,,,,,,Myristicaceae,Bombay nutmeg; Malabar nutmeg,,,,seed; aril,Indonesia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myristica speciosa,,,,,,,,,,,,,,,,,Myristicaceae,Moluccan nutmeg,,,,seed,Indonesia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Myroxylon balsamum,,,,,,,,,,,,,,,,,Leguminosae,balsam of Tolu; balsam of Peru; black balsam; Peruvian balsam,,,,balsam,Venez; Peru,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nardostachys jatamansi,,N. grandiflora,,,,,,,,,,,,,,,Valerianaceae,jatamansi; Indian nard; spikenard,,,,leaf; rhizome,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nasturtium microphyllum,,,,,,,,,,,,,,,,,Brassicaceae,wild watercress,,,,fresh leaf,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nasturtium officinale,,Rorippa nasturtiumaquaticum,,,,,,,,,,,,,,,Brassicaceae,watercress,,,,fresh leaf,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nelumbo nucifera,,,,,,,,,,,,,,,,,Nelumbonaceae,lotus,,,,herb; leaf,As; Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nepeta × faassenii,,,,,,,,,,,,,,,,,Lamiaceae,blue catmint,,,,herb,Caucasus; Iran,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nepeta racemosa,,,,,,,,,,,,,,,,,Lamiaceae,mussin catnip,,,,herb,Caucasus; Turkey; N Iran,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nigella arvensis,,,,,,,,,,,,,,,,,Ranunculaceae,wild fennel,,,,seed; plant,Euras; Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Nigella damascena,,,,,,,,,,,,,,,,,Ranunculaceae,love-in-a-mist; wild fennel,,,,seed,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocimum × citriodorum,,,,,,,,,,,,,,,,,Lamiaceae,lemon basil; kemanji,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocimum americanum,,O. canum,,,,,,,,,,,,,,,Lamiaceae,hoary basil; lime basil; partminger,,,,leaf,Trop OW,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocimum forskolei,,,,,,,,,,,,,,,,,Lamiaceae,mint-leaf basil,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocimum gratissimum,,O. suave,,,,,,,,,,,,,,,Lamiaceae,African basil; sweet scented basil clove basil; Russian basil,,,,leaf; herb,S As; Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocimum kilimandscharicum,,,,,,,,,,,,,,,,,Lamiaceae,camphor basil,,,,leaf,E Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocotea cymbarum,,,,,,,,,,,,,,,,,Lauraceae,canela,,,,bark; calyx,Braz,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocotea pretiosa,,,,,,,,,,,,,,,,,Lauraceae,false sassafras,,,,bark; leaf,Braz,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocotea puchury-major,,,,,,,,,,,,,,,,,Lauraceae,louro-puxuri; pichuri; pixurim; puchuiri,,,,seed,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ocotea quixos,,,,,,,,,,,,,,,,,Lauraceae,American cinnamon; ocotea,,,,flower,Ecuador,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Oenanthe javanica,,,,,,,,,,,,,,,,,Apiaceae,water dropwort; water celery; water parsley,,,,herb,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Origanum dictamnus,,,,,,,,,,,,,,,,,Lamiaceae,dittany of Crete,,,,herb,Greece; Crete,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Origanum majorana,,,,,,,,,,,,,,,,,Lamiaceae,marjoram; sweet marjoram,,,,herb,Med; Turkey,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Origanum onites,,,,,,,,,,,,,,,,,Lamiaceae,pot marjoram,,,,herb,Eur; E Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Origanum syriacum,,,,,,,,,,,,,,,,,Lamiaceae,Syrian oregano; za’atar; zatar; white oregano,,,,herb,SE Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ottelia alismoides,,,,,,,,,,,,,,,,,Hydrocharitaceae,water-plantain; ottelia,,,,leaf,China; Jap; Aus; NE Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Oxalis acetosella,,,,,,,,,,,,,,,,,Oxalidaceae,common wood sorrel; wood sorrel; shamrock,,,,leaf,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Oxalis corniculata,,,,,,,,,,,,,,,,,Oxalidaceae,creeping wood sorrel; creeping oxalis,,,,leaf,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Oxalis pes-caprae,,,,,,,,,,,,,,,,,Oxalidaceae,sorrel; yellow sorrel,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pandanus amaryllifolius,,,,,,,,,,,,,,,,,Pandanaceae,pandan; fragrant pandan,,,,wilted leaves,Trop As (Moluccas),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pandanus tectorius,,,,,,,,,,,,,,,,,Pandanaceae,fragrant screwpine,,,,leaf; male flowers,Trop OW,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Parinari curatellifolia,,,,,,,,,,,,,,,,,Chrysobalanceae,mobola; mbura,,,,fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Parkia speciosa,,,,,,,,,,,,,,,,,Mimosaceae,petai; locust bean,,,,seed,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pastinaca sativa,,,,,,,,,,,,,,,,,Apiaceae,parsnip,,,,leaf; root,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Peganum harmala,,,,,,,,,,,,,,,,,Zygophyllaceae,African rue; Syrian rue; mountain rue; wild rue,,,,seed,Med; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium × citrosum,,,,,,,,,,,,,,,,,Geraniaceae,citrosa geranium; mosquito plant,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium × fragrans,,,,,,,,,,,,,,,,,Geraniaceae,nutmeg scented geranium,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium × graveolens,,,,,,,,,,,,,,,,,Geraniaceae,rose geranium; Bourbon geranium; rose pelargonium; sweet-scented geranium,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium × limoneum,,,,,,,,,,,,,,,,,Geraniaceae,English finger-bowl geranium,,,,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium capitatum,,,,,,,,,,,,,,,,,Geraniaceae,rose-scented geranium; rose geranium; rose pelargonium,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium crispum,,,,,,,,,,,,,,,,,Geraniaceae,lemon geranium; curled leaved cranesbill,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium odoratissimum,,,,,,,,,,,,,,,,,Geraniaceae,apple-scented geranium,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium radens,,,,,,,,,,,,,,,,,Geraniaceae,mint geranium; balsam (scented) geranium,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pelargonium tomentosum,,,,,,,,,,,,,,,,,Geraniaceae,peppermint-scented geranium,,,,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Peperomia pellucida,,,,,,,,,,,,,,,,,Piperaceae,pepper elder; rabbit ear,,,,herb,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Perilla frutescens,,,,,,,,,,,,,,,,,Lamiaceae,shiso; beefsteak plant; perilla; purple mint,,,,leaf; herb,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Persicaria hydropiper,,,,,,,,,,,,,,,,,Polygonaceae,water pepper,,,,leaf; herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Persicaria odorata,,,,,,,,,,,,,,,,,Polygonaceae,Vietnamese coriander; Vietnamese mint; laksa leaf,,,,leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Peucedanum ostruthium,,,,,,,,,,,,,,,,,Apiaceae,hog fennel,,,,rhizome,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Peumus boldus,,,,,,,,,,,,,,,,,Monimiaceae,boldo,,,,leaf,Chile,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Phyllanthus emblica,,,,,,,,,,,,,,,,,Euphorbiaceae,emblic; emblic myrobalan; Indian gooseberry,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Physalis philadelphica,,P. ixocarpa,,,,,,,,,,,,,,,Solanaceae,tomatillo; jamberry,,,,ripe fruit,Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Physalis pubescens,,,,,,,,,,,,,,,,,Solanaceae,downy ground cherry; ground cherry,,,,ripe fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Picrasma excelsa,,,,,,,,,,,,,,,,,Simaroubaceae,bitterwood; Jamaica quassia; quassia wood,,,,wood,West Indies,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Picrasma quassioides,,,,,,,,,,,,,,,,,Simaroubaceae,bitterwood; quassia wood,,,,wood,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pimenta racemosa,,,,,,,,,,,,,,,,,Myrtaceae,bay rum,,,,fruit,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pimpinella major,,,,,,,,,,,,,,,,,Apiaceae,greater burnet saxifrage,,,,root,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pimpinella saxifraga,,,,,,,,,,,,,,,,,Apiaceae,burnet saxifrage; garden burnet,,,,root,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pinus cembra,,,,,,,,,,,,,,,,,Pinaceae,Siberian pine nuts,,,,seed,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pinus cembroides,,,,,,,,,,,,,,,,,Pinaceae,Mexican pine nuts; Mexican piñon,,,,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pinus edulis,,,,,,,,,,,,,,,,,Pinaceae,piñon,,,,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pinus koraiensis,,,,,,,,,,,,,,,,,Pinaceae,Korean pine nuts,,,,seed,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pinus pinea,,,,,,,,,,,,,,,,,Pinaceae,pine nuts; pine seeds; pignoles,,,,seed,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper aduncum,,,,,,,,,,,,,,,,,Piperaceae,matico; big pepper; Spanish elder; spiked pepper,,,,fruit,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper auritum,,,,,,,,,,,,,,,,,Piperaceae,Mexican pepperleaf; alajan pepper,,,,leaf,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper baccatum,,,,,,,,,,,,,,,,,Piperaceae,climbing pepper of Java,,,,fruit; leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper capense,,,,,,,,,,,,,,,,,Piperaceae,Cape pepper,,,,fruit,E Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper clusii,,,,,,,,,,,,,,,,,Piperaceae,West African black pepper; African cubebs,,,,fruit,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper guineense,,,,,,,,,,,,,,,,,Piperaceae,West African pepper; Ashanti pepper; Benin pepper,,,,fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper lolot,,,,,,,,,,,,,,,,,Piperaceae,lolot pepper; Vietnamese pepper,,,,leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper saigonense,,,,,,,,,,,,,,,,,Piperaceae,Saigon pepper,,,,fruit,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper sanctum,,,,,,,,,,,,,,,,,Piperaceae,acoyo; acuyo; cordonillo; xihuitl,,,,herb,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper sarmentosum,,,,,,,,,,,,,,,,,Piperaceae,wild pepper,,,,fruit; leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Piper umbellatum,,,,,,,,,,,,,,,,,Piperaceae,shrubby pepper,,,,fruit; stem,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pistacia terebinthus,,,,,,,,,,,,,,,,,Anacardiaceae,terebinth,,,,resin,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pistacia vera,,,,,,,,,,,,,,,,,Anacardiaceae,pistachio,,,,seed,W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pithecellobium dulce,,,,,,,,,,,,,,,,,Leguminosae,Manila tamarind,,,,fruit; seed,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Plectranthus amboinicus,,,,,,,,,,,,,,,,,Lamiaceae,Indian borage; Cuban oregano; Spanish sage,,,,fresh leaf,E Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pluchea indica,,,,,,,,,,,,,,,,,Asteraceae,Indian fleabane; Indian pluchea,,,,leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pogostemon cablin,,,,,,,,,,,,,,,,,Lamiaceae,patchouli; patchouly,,,,leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Pogostemon indicus,,P. heyneanus,,,,,,,,,,,,,,,Lamiaceae,Indian patchouli,,,,leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Populus balsamifera,,,,,,,,,,,,,,,,,Salicaceae,balsam poplar; hackmatack; tacamahaca poplar,,,,leaf bud ,N Am; Temp As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Populus nigra,,,,,,,,,,,,,,,,,Salicaceae,black poplar; Lombardy poplar,,,,leaf bud ,Euras,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
