include,done,symp,id,class,desc,species,species by,species syn,species syn by,species alt,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,TCM,TCM DB,Ayurveda,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,pharmaceutical,pharma en,TCM name,ECMM,medicinal group,meridian,action,Hu zh,Hu en,Extra
out,,,Prepared Liquorice Root,medicine,"Processed and dried root and rhizome of Glycyrrhiza uralensis Fish., Glycyrrhiza inflata Bat. or Glycyrrhiza glabra L. (Fam. Leguminosae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,炙甘草,zhìgāncǎo,zik3 zek3 gam1 cou2 ,,,,,,,,,,,,,,,,,Glycyrrhizae Praeparata cum Melle Radix et Rhizoma,,,,Qi-tonifying medicinal,sweet; neutral,"Heart, Lung, Spleen, Stomach",,,
out,,,Prepared Milkvetch Root,medicine,Prepared dired root of Astragalus membranaceus (Fisch.) Bge. var. mongholicus (Bge.) Hsiao or Astragalus membranaceus (Fisch.) Bge. (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,炙黃芪,zhìhuángqí,zik3 zek3 wong4 ? ,,,,,,,,,,,,,,,,,Astragali praeparata cum Melle Radix,,,,Qi-tonifying medicinal,sweet; warm,"Lung, Spleen",,,
out,,,Prepared Rehmannia Root,medicine,Prepared dried root tuber of Rehmannia glutinosa Libosch. (Fam. Scrophulariaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,熟地黃,shúdìhuáng,suk6 dei6 wong4 ,,,,,,,,,,,,,,,,,Rehmanniae Praeparata Radix,,,,Blood-tonifying medicinal,sweet; slightly warm,"Liver, Kidney",,,
out,,,Pricklyash Peel,medicine,Dried pericarp of ripe fruit of Zanthoxylum schinifolium Sieb. et. Zucc. or Zanthoxylum bungeanum Maxim. (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,花椒,huājiāo,faa1 ziu1 ,,,,,,,,,,,,,,,,,Zanthoxyli Pericarpium,,,,Interior-warming medicinal,pungent; warm,"Spleen, Stomach, Kidney",,,
out,,,Prince's-feather Fruit,medicine,Dried ripe fruit of Polygonum orientale L. (Fam. Polygonaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,水紅花子,shǔihónghuāzǐ,seoi2 hung4 faa1 zi2 ,,,,,,,,,,,,,,,,,Polygoni Orientalis Fructus,,,,Blood-breaking mass eliminating medicinal,salty; slightly cold,"Liver, Stomach",,,
out,,,Puff-ball,medicine,"Dried sporophore of Lasiosphaera fenzlii Reich., Calvatia gigantea (Batsch ex Pers.) Lloyd or Calvatia lilacina (Mont. Et Berk.) Lloyd (Fam. Lycoperdaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,馬勃,mǎbó,maa5 but6 ,,,,,,,,,,,,,,,,,Lasiosphaera Seu Calvatia,,,,Heat-clearing and detoxicating medicinal,pungent; neutral,Lung,,,
out,,,Puncturevine Caltrop Fruit,medicine,Dried ripe fruit of Tribulus terrestris L. (Fam. Zygophyllaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蒺藜,jílí,? lai4 ,,,,,,,,,,,,,,,,,Tribuli Fructus,,,,Liver-pacifying and wind-extinguishing medicinal,"pungent, bitter; slightly warm",Liver,,,
out,,,Purslane Herb,medicine,Dried aerial part of Portulaca oleracea L. (Fam. Portulacaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,馬齒莧,mǎchǐxiàn,maa5 ci2 jin6 ,,,,,,,,,,,,,,,,,Portulacae Herba,,,,Heat-clearing and detoxicating medicinal,sour; cold,"Liver, Large intestine",,,
out,,,Pyrola Herb,medicine,Dried herb of Pyrola calliantha H. Andres or Pyrola decorata H. Andres (Fam. Pyrolaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鹿銜草,lùxiáncǎo,luk6 haam4 cou2 ,,,,,,,,,,,,,,,,,Pyrolae Herba,,,,Wind-dampness-dispelling and strenghten tendon and bone medicinal,"sweet, bitter; warm","Liver, Kidney",,,
out,,,Radde Anemone Rhizome,medicine,Dried rhizome of Anemone raddeana Regel (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,兩頭尖,liǎngtóujiān,loeng5 tau4 zim1 ,,,,,,,,,,,,,,,,,Anemones Raddeanae Rhizoma,,,,Wind-dampness-dispelling and cold-dispersing medicinal,pungent; warm; toxic,Spleen,,,
out,,,Radish Seed,medicine,Dried ripe seed of Raphanus sativus L. (Fam. Cruciferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,萊菔子,láifúzǐ,loi4 ? zi2 ,,,,,,,,,,,,,,,,,Raphani Semen,,,,Digestant medicinal,"pungent, sweet; neutral","Spleen, Lung, Stomach",,,
out,,,Rangooncreeper Fruit,medicine,Dried ripe fruit of Quisqualis indica L. (Fam. Combretaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,使君子,shǐjūnzǐ,si3 gwan1 zi2 ,,,,,,,,,,,,,,,,,Quisqualis Fructus,,,,Worm-expelling medicinal,sweet; warm,"Spleen, Stomach",,,
out,,,Red Ginseng,medicine,Dried steamed and dried root of cultivar of Panax ginseng C.A. Mey. (Fam. Araliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,紅參,hóngcān,hung4 sam1 ,,,,,,,,,,,,,,,,,Ginseng Rubra Radix,,,,Qi-tonifying medicinal,"slightly bitter, sweet; warm","Heart, Spleen, Lung",,,
out,,,Red Halloysite,medicine,"Mineral of silicates of polyhydrate kaolinite group, containing mainly hydrated aluminium silicate [Al4(Si4O10)(OH)8‧4H2O]",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,赤石脂,chìshízhī,cek3 sek6 zi1 ,,,,,,,,,,,,,,,,,Rubrum Halloysitum,,,,Astringent medicinal,"sweet, sour, astringent; warm","Stomach, Large intestine",,,
out,,,Red Peony Root,medicine,Dried root of Paeonia lactiflora Pall. or Paeonia veitchii Lynch (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,赤芍,chìsháo,cek3 ? ,,,,,,,,,,,,,,,,,Paeoniae Rubra Radix,,,,Heat-clearing and blood-cooling medicinal,bitter; slightly cold,Liver,,,
out,,,Red Tangerine Peel,medicine,Dried exocarp of Citrus reticulata Blanco (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,橘紅,júhóng,gwat1 hung4 ,,,,,,,,,,,,,,,,,Citri Reticulatae Exocarpium,,,,Qi-regulating medicinal,"pungent, bitter; warm","Lung, Spleen",,,
out,,,Reed Rhizome,medicine,Fresh or dried rhizome of Phragmites communis Trin. (Fam. Gramineae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蘆根,lúgēn,lou4 gan1 ,,,,,,,,,,,,,,,,,Phragmitis Rhizoma,,,,Heat-clearing and fire-purging medicinal,sweet; cold,"Lung, Stomach",,,
out,,,Rehmannia Root,medicine,Dried root tuber of Rehmannia glutinosa Libosch. (Fam. Scrophulariaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,地黃,dìhuáng,dei6 wong4 ,,,,,,,,,,,,,,,,,Rehmanniae Radix,,,,Heat-clearing and blood-cooling medicinal,sweet; cold,"Liver, Heart, Kidney",,,
out,,,Rhubarb,medicine,"Dried root and rhizome of Rheum palmatum L., Rheum tanguticum Maxim. ex Balf. or Rheum officinale Baill. (Fam. Polygonaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,大黃,dàhuáng,daai6 wong4 ,,,,,,,,,,,,,,,,,Rhei Radix et Rhizoma,,,,Induce catharsis medicinal,bitter; cold,"Liver, Spleen, Pericardium, Stomach, Large intestine",,,
out,,,Ricepaperplant Pith,medicine,Dried stem pith of Tetrapanax papyriferus (Hook.) K. Koch (Fam. Araliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,通草,tōngcǎo,tung1 cou2 ,,,,,,,,,,,,,,,,,Tetrapanacis Medulla,,,,Strangury-relieving diuretic medicinal,"sweet, bland; slightly cold","Lung, Stomach",,,
out,,,Rose Flower,medicine,Dried flower bud of Rosa rugosa Thunb. (Fam. Rosaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,玫瑰花,méigūihuā,mui4 gwai3 faa1 ,,,,,,,,,,,,,,,,,Rosae Rugosae Flos,,,,Qi-regulating medicinal,"sweet, slightly bitter; warm","Liver, Spleen",,,
out,,,rosemary,herb,,Rosmarinus officinalis ,,,,,,,,,,,,,,Lamiaceae,,,,,leaf; herb,S & N Eur,,,,,,,,,,,,,,,,,,,,,,,,II 122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Rosewood,medicine,Dried heart wood of trunk and root of Dalbergia odorifera T. Chen (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,降香,jiàngxiāng,hong4 hoeng1 ,,,,,,,,,,,,,,,,,Dalbergiae Odoriferae Lignum,,,,Stasis-resolving hemostatic medicinal,pungent; warm,"Liver, Spleen",,,
out,,,round cardamom,,,Alpinia hainanensis,K.Schum.,Alpinia katsumadai,Hayata,,https://powo.science.kew.org/taxon/795288-1,,,,,,,,,Zingiberaceae,,,round cardamom,,seed pod,S. China; Vietnam,,,,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草豆蔻,cǎodòukòu,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,rue,,,Ruta graveolens,,,,,,,,,,,,,,Rutaceae,rue; common rue; herb of grace,,,,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,sage,,,Salvia officinalis,Britannica,,,,,,,,,,,,,Lamiaceae,sage; common sage; garden sage,,,,leaf,S Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,I 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Saigon cassia,,,Cinnamomum loureiroi,,,,,,,,,,,,,,Lauraceae,Vietnamese cassia; Saigon cinnamon,,,,bark; flower,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,SanQi,medicine,Dried root and rhizome of Panax notoginseng (Burk.) F.H. Chen (Fam. Araliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,三七,sānqī,saam3 cat1 ,,,,,,,,,,,,,,,,,Notoginseng Radix et Rhizoma,,,,Stasis-resolving hemostatic medicinal,"slightly bitter, sweet; warm","Liver, Stomach",,,
out,,,sansho,spice,,Zanthoxylum piperitum,(L.) DC.,,,,https://powo.science.kew.org/taxon/775951-1,,,,,,,,,Rutaceae,sansho; Japanese pepper,,,,fruit; leaf,"Japan, Korea",,,,van_wyk_culinary_2014,,,"East Himalaya, Japan, Korea",3,,1,,,Japan?,green,,,,,,,,,,,286,,,,,sansho,,,,,,,日本花椒,,,https://zh.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E8%8A%B1%E6%A4%92,?,?,,,japán bors?,,,,,,,,,,,,,,,,,,,,
out,,,santalwood,incense,,Santalum album,L.,,,S. spicatum; et al. ,https://powo.science.kew.org/taxon/780592-1,,,,,,,,,Santalaceae,white sandalwood; East Indian sandalwood,,,,wood; oil,East Indies; N. Australia,,,,van_wyk_culinary_2014,,,"Jawa, Lesser Sunda Is., Northern Territory, Philippines, Western Australia",5,"Assam, Bangladesh, Caroline Is., China Southeast, Florida, India, Mauritius, Myanmar, Nepal, Rodrigues, Réunion, Sri Lanka, Taiwan, Thailand, Vietnam",15,,,wiki,,,,,,,,,,,III 43,,,,,https://www.britannica.com/plant/sandalwood,santalwood,,,,,,,旃檀,zhān​tán,!!! Sanskrit candana!!!,檀香; 檀木 tánxiāng,الصندل,ṣandal,,,szantálfa,,,,,,,,,,,?,?,?,,,,,,,
out,,,Sargentgloryvine Stem,medicine,Dried lianoid stem of Sargentodoxa cuneata (Oliv.) Rehd. et Wils. (Fam. Lardizabalaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,大血藤,dàxiěténg,daai6 hyut3 tang4 ,,,,,,,,,,,,,,,,,Sargentodoxae Caulis,,,,Heat-clearing and detoxicating medicinal,bitter; neutral,"Large intestine, Liver",,,
out,,,savory,,,Satureja hortensis,,,,,,,,,,,,,,Lamiaceae,savory; summer savory; garden savory,,,,leaf; herb,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Scorpion,medicine,Dried body of Buthus martensii Karsch (Fam. Buthidae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,全蠍,quánxiē,cyun4 hit3 ,,,,,,,,,,,,,,,,,Scorpio,,,,Liver-pacifying and wind-extinguishing medicinal,pungent; neutral; toxic,Liver,,,
out,,,sea salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Seaweed,medicine,Dried alga of Sargassum pallidum (Turn.) C. Ag. or Sargassum fusiforme (Harv.) Setch. (Fam. Sargassaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,海藻,hǎizǎo,hoi2 zou2 ,,,,,,,,,,,,,,,,,Sargassum,,,,Phlegm resolving medicinal,"bitter, salty; cold","Liver, Kidney, Stomach",,,
out,,,Senna Leaf,medicine,Dried leaflet of Cassia angustifolia Vahl or Cassia acutfolia Delile (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,番瀉葉,fānxièyè,pun1 se3 jip6 ,,,,,,,,,,,,,,,,,Sennae Folium,,,,Induce catharsis medicinal,"sweet, bitter; cold",Large intestine,,,
out,,,Sevenlobed Yam Rhizome,medicine,Dried rhizome of Dioscorea septemloba Thunb. or Dioscorea futschauensis Uline ex R. Kunth (Fam. Dioscoreaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,綿萆薢,miánpìjiē,min4 ? ? ,,,,,,,,,,,,,,,,,Dioscoreae Septemlobae Rhizoma,,,,Strangury-relieving diuretic medicinal,bitter; neutral,"Kidney, Stomach",,,
out,,,Sharpleaf Glangal Fruit,medicine,Dried ripe fruit of Alpinia oxyphylla Miq. (Fam. Zingiberaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,益智,yìzhì,jik1 zi3 ,,,,,,,,,,,,,,,,,Alpiniae Oxyphyllae Fructus,,,,Yang-tonifying medicinal,pungent; warm,"Spleen, Kidney",,,
out,,,Shearer's Pyrrosia Leaf,medicine,"Dried leaf of Pyrrosia sheareri (Bak.) Ching, Pyrrosia lingua (Thunb.) Farwell or Pyrrosia petiolosa (Christ) Ching (Fam. Polypodiaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,石韋,shíwéi,sek6 wai5 ,,,,,,,,,,,,,,,,,Pyrrosiae Folium,,,,Strangury-relieving diuretic medicinal,"sweet, bitter; slightly cold","Lung, Bladder",,,
out,,,Shinyleaf Pricklyash Root,medicine,Dried root of Zanthoxylum nitidum (Roxb.) DC. (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,兩面針,liǎngmiànzhēn,loeng5 min6 zam1 ,,,,,,,,,,,,,,,,,Zanthoxyli Radix,,,,Blood-activating analgesic medicinal,"bitter, pungent; neutral; slightly toxic","Liver, Stomach",,,
out,,,Shrub Chastetree Fruit,medicine,Dried ripe fruit of Vitex trifolia L. var. simplicifolia Cham. or Vitex trifolia L. (Fam. Verbenaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蔓荊子,mànjīngzǐ,maan6 ging1 zi2 ,,,,,,,,,,,,,,,,,Viticis Fructus,,,,Wind-heat dispersing medicinal,"pungent, bitter; slightly cold","Bladder, Liver, Stomach",,,
out,,,Siam cardamom,spice,,Wurfbainia vera,(Blackw.) Skornick. & A.D.Poulsen,Amomum krervanh,Pierre ex Gagnep.,,https://powo.science.kew.org/taxon/77178294-1,,,,,,,,,Zingiberaceae,Cambodian cardamom; krervanh; Siam cardamom,,,,,"S. Indo-China, Sumatra.",,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Siberian Cocklebur Fruit,medicine,Dried ripe bur with involucre of Xanthium sibiricum Patr. (Fam. Compositae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蒼耳子,cāngěrzǐ,cong1 ji5 zi2 ,,,,,,,,,,,,,,,,,Xanthii Fructus,,,,Wind-cold-dispersing medicinal,"pungent, bitter; warm; toxic",Lung,,,
in,,,Sichuan pepper,spice,,Zanthoxylum bungeanum,Maxim.,,,Z. armatum; et al.,https://powo.science.kew.org/taxon/775625-1,,http://www.theplantlist.org/tpl1.1/record/kew-2469335,,,,,,328401,Rutaceae,Chinese pepper,,,,pericarp,China,,35.0,105.0,van_wyk_culinary_2033,Asia,China,"China North-Central, China South-Central, China Southeast, East Himalaya, Inner Mongolia, Manchuria, Nepal, Qinghai, Tibet, Xinjiang",10,Uzbekistan,1,11.0,0.1,China,red; green,,,,,"woodsy, peppery",3,meats; colic,,,,mention,,fagara,"Wyk at Z. piperitum, en and zh wiki, Flora of china http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=135262",https://www.britannica.com/topic/Sichuan-pepper,Sichuan pepper,,,花椒,,花椒,,花椒,huā​jiāo,flower-pepper,,فلفل سيتشوان,fulful sītshuwān,Sichuan pepper,,szecsuáni bors,Sichuan pepper,,,,,,,,,,Pericarpium/Fructus Zanthoxyli,Pricklyash Peel,花椒,528,,,,花椒 (...),,
out,,,Siegesbeckia Herb,medicine,"Dried aerial part of Siegesbeckia orientalis L., Siegesbeckia pubescens Makino or Siegesbeckia glabrescens Makino (Fam. Compositae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,豨薟草,xīliǎncǎo,? ? cou2 ,,,,,,,,,,,,,,,,,Siegesbeckiae Herba,,,,Wind-dampness-dispelling and heat-clearing medicinal,"pungent, bitter; cold","Liver, Kidney",,,
out,,,Silktree Albizia Bark,medicine,Dried stem bark of Albizia julibrissin Durazz. (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,合歡皮,héhuānpí,hap6 fun1 pei4 ,,,,,,,,,,,,,,,,,Albiziae Cortex,,,,Heart-nourishing tranquillizing medicinal,sweet; neutral,"Liver, Heart, Lung",,,
out,,,Slenderstyle Acanthopanax Bark,medicine,Dried root bark of Acanthopanax gracilistylus W. W. Smith (Fam. Araliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,五加皮,wǔjiāpí,ng5 gaa1 pei4 ,,,,,,,,,,,,,,,,,Acanthopanacis Cortex,,,,Wind-dampness-dispelling and strenghten tendon and bone medicinal,"pungent, bitter; warm","Liver, Kidney",,,
out,,,Small Centipeda Herb,medicine,Dried herb of Centipeda minima (L.) A. Br. et Aschers (Fam. Compositae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鵝不食草,ébùshícǎo,ngo4 bat1 sik6 cou2 ,,,,,,,,,,,,,,,,,Centipedae Herba,,,,Wind-cold-dispersing medicinal,pungent; warm,"Lung, Liver",,,
out,,,Smoked Plum,medicine,Dried ripe fruit of Prunus mume (Sieb.) Sieb. et Zucc. (Fam. Rosaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,烏梅,wūméi,wu1 mui4 ,,,,,,,,,,,,,,,,,Mume Fructus,,,,Astringent medicinal,"astringent, sour; neutral","Liver, Spleen, Lung, Large intestine",,,
out,,,Snake Slough,medicine,"Dried epidermal membrance of Elaphe taeniura Cope, Elaphe carinata (Guenther) or Zoaocys dhumnades (Cantor) (Fam. Colubridae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蛇蛻,shétùi,se4 teoi3 ,,,,,,,,,,,,,,,,,Serpentis Periostracum,,,,Dry dampness relieve itching and kill worms medicinal,"salty, sweet; neutral",Liver,,,
out,,,Snakegourd Fruit,medicine,Dried fruit of Trichosanthes kirilowii Maxim. or Trichosanthes rosthornii Harms (Fam. Cucurbitaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,瓜蔞,guālóu,gwaa1 ? ,,,,,,,,,,,,,,,,,Trichosanthis Fructus,,,,Phlegm resolving medicinal,"sweet, slightly bitter; cold","Lung, Stomach, Large intestine",,,
out,,,Snakegourd Root,medicine,Dried root of Trichosanthes kirilowii Maxim. or Trichosanthes rosthornii Harms (Fam. Cucurbitaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,天花粉,tiānhuāfěn,tin1 faa1 fan2 ,,,,,,,,,,,,,,,,,Trichosanthis Radix,,,,Heat-clearing and fire-purging medicinal,"sweet, slightly bitter; slightly cold","Lung, Stomach",,,
out,,,Snow Lotus Herb,medicine,Dried aerial part of Saussurea involucrate (Kar. et Kir.) Sch. Bip. (Fam. Compositae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,天山雪蓮,tiānshānxuělián,tin1 saan1 syut3 lin4 ,,,,,,,,,,,,,,,,,Saussureae Involucratae Herba,,,,Blood-activating menstruation regulating medicinal,slightly bitter; warm,"Liver, Spleen, Kidney",,,
out,,,Snowbellleaf Tickclover Herb,medicine,Dried aerial part of Desmodium stryracifolium (Osb.) Merr. (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,廣金錢草,guǎngjīnqiáncǎo,gwong2 gam1 cin4 cou2 ,,,,,,,,,,,,,,,,,Desmodii Styracifolii Herba,,,,Dampness-draining anti-icteric medicinal,"sweet, bland; cool","Liver, Kidney, Bladder",,,
out,,,Sodium Sulfate,medicine,"Crystalline substance purified from a mineral of sulfates of Glauber's salts group, containing mainly hydrated sodium sulfate (Na2SO4‧10H2O)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,芒硝,mángxiāo,mong4 siu1 ,,,,,,,,,,,,,,,,,Natrii Sulfas,,,,Induce catharsis medicinal,"salty, bitter; cold","Stomach, Large intestine",,,
out,,,Solomonseal Rhizome,medicine,"Dried rhizome of Polygonatum kingianum Coll. et Hemsl., Polygonatum sibirium Red. or Polygonatum cyrtonema Hua (Fam. Liliaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,黃精,huángjīng,wong4 zing1 ,,,,,,,,,,,,,,,,,Polygonati Rhizoma,,,,Yin-tonifying medicinal,sweet; neutral,"Spleen, Lung, Kidney",,,
